measured_on,ac_current__2685,ac_power_hw__2695,ac_voltage__2684,dc_current__2683,dc_power_hw__2694,dc_voltage__2682,inverter_error_code__2690,inverter_temp__2686,module_temp_f__2689,poa_irradiance__2679,power_factor_1000__2693,relative_humidity__2687,wind_direction__2692,wind_speed_mph__2691,system_id
2019-01-31 00:00:00,0.0,-200.0,285.0,0.0,-200.0,4.0,0.0,29.0,1.8555571040000025,0.098,0.0,53.794,351.472,0.03084576,34
2019-01-31 00:15:00,0.0,-200.0,285.0,0.0,-200.0,4.0,0.0,29.0,3.2000016560000013,0.195,0.0,53.425,351.472,0.03084576,34
2019-01-31 00:30:00,0.0,-300.0,284.0,0.0,-200.0,3.0,0.0,29.0,3.69444614,0.098,0.0,53.756,351.472,0.02816352,34
2019-01-31 00:45:00,0.0,-200.0,284.0,0.0,-200.0,4.0,0.0,28.0,4.211112848000003,0.098,0.0,51.931,351.472,0.0362102399999999,34
2019-01-31 01:00:00,0.0,-200.0,283.0,0.0,-200.0,4.0,0.0,28.0,3.9722239400000023,0.098,0.0,52.675,351.472,0.02816352,34
2019-01-31 01:15:00,0.0,-200.0,282.0,0.0,-200.0,4.0,0.0,28.0,,,0.0,,,,34
2019-01-31 01:15:01,,,,,,,,,3.355557224000002,0.195,,53.219,351.51800000000003,0.0,34
2019-01-31 01:30:00,0.0,-300.0,282.0,0.0,0.0,3.0,0.0,28.0,3.650001692000004,0.195,0.0,52.825,351.51800000000003,0.0,34
2019-01-31 01:45:00,0.0,-200.0,283.0,0.0,-200.0,3.0,0.0,27.0,3.2277794360000023,0.098,0.0,54.219,351.51800000000003,0.0,34
2019-01-31 02:00:00,0.0,-200.0,282.0,0.0,-200.0,4.0,0.0,27.0,2.1777793520000017,0.098,0.0,55.775,351.51800000000003,0.0,34
2019-01-31 02:15:00,0.0,-300.0,282.0,0.0,-200.0,4.0,0.0,27.0,2.5055571560000014,0.098,0.0,56.244,351.54,0.0,34
2019-01-31 02:30:00,0.0,-300.0,282.0,0.0,-200.0,4.0,0.0,27.0,2.4388904840000016,0.195,0.0,57.0,351.54,0.0,34
2019-01-31 02:45:00,0.0,-200.0,282.0,0.0,-200.0,4.0,0.0,26.0,,,0.0,,,,34
2019-01-31 02:45:01,,,,,,,,,1.983334892000002,0.098,,58.394,351.54,0.0,34
2019-01-31 03:00:00,0.0,-300.0,281.0,0.0,-200.0,3.0,0.0,26.0,,,0.0,,,,34
2019-01-31 03:00:01,,,,,,,,,0.9777792560000016,0.098,,57.738,351.54,0.0,34
2019-01-31 03:15:00,0.0,-300.0,281.0,0.0,-200.0,4.0,0.0,26.0,,,0.0,,,,34
2019-01-31 03:15:01,,,,,,,,,0.4055569880000007,0.0,,58.019,351.56300000000005,0.0,34
2019-01-31 03:30:00,0.0,-200.0,282.0,0.0,-200.0,4.0,0.0,26.0,-0.2111097279999967,0.0,0.0,58.775,351.54,0.0,34
2019-01-31 03:45:00,0.0,-200.0,281.0,0.0,-200.0,4.0,0.0,26.0,-0.6944430999999973,0.0,0.0,61.606,351.54,0.0,34
2019-01-31 04:00:00,0.0,-300.0,281.0,0.0,-200.0,4.0,0.0,25.0,,,0.0,,,,34
2019-01-31 04:00:01,,,,,,,,,-0.8611097799999996,0.0,,62.988,351.56300000000005,0.0,34
2019-01-31 04:15:00,0.0,-200.0,281.0,0.0,-200.0,4.0,0.0,25.0,-1.2722209239999993,0.0,0.0,64.294,351.56300000000005,0.0,34
