measured_on,ac_current__2685,ac_power_hw__2695,ac_voltage__2684,ambient_temp_f__2688,dc_current__2683,dc_power_hw__2694,dc_voltage__2682,inverter_error_code__2690,inverter_temp__2686,module_temp_f__2689,poa_irradiance__2679,power_factor_1000__2693,relative_humidity__2687,wind_direction__2692,wind_speed_mph__2691,system_id
2019-01-01 00:00:00,0.0,-300.0,284.0,,0.0,-200.0,4.0,0.0,27.0,,,0.0,,,,34
2019-01-01 00:00:01,,,,,,,,,,1.6111126400000018,0.0,,29.669,351.607,2.76896576,34
2019-01-01 00:15:00,0.0,-300.0,284.0,,0.0,-200.0,4.0,0.0,27.0,,,0.0,,,,34
2019-01-01 00:15:01,,,,,,,,,,1.3833348440000035,0.0,,29.981,351.63,2.4640844800000004,34
2019-01-01 00:30:00,0.0,-200.0,284.0,,0.0,0.0,4.0,0.0,26.0,1.1055570440000049,0.0,0.0,30.7,351.63,2.4725782400000003,34
2019-01-01 00:45:00,0.0,-300.0,283.0,,0.0,-200.0,4.0,0.0,26.0,1.1166681559999994,0.0,0.0,30.281,351.63,2.27409248,34
2019-01-01 01:00:00,0.0,-300.0,283.0,,0.0,-200.0,4.0,0.0,26.0,0.9944459240000008,0.0,0.0,29.969,351.63,2.73812,34
2019-01-01 01:15:00,0.0,-300.0,283.0,,0.0,-200.0,4.0,0.0,26.0,0.905557028000004,0.0,0.0,30.437,351.607,2.45872,34
2019-01-01 01:30:00,0.0,-200.0,283.0,,0.0,-200.0,4.0,0.0,25.0,0.3555569840000032,0.0,0.0,31.037,351.585,1.888744,34
2019-01-01 01:45:00,0.0,-300.0,283.0,,0.0,-200.0,4.0,0.0,25.0,,,0.0,,,,34
2019-01-01 01:45:01,,,,,,,,,,0.1166680760000034,0.0,,30.806,351.607,1.89455552,34
2019-01-01 02:00:00,0.0,-300.0,283.0,,0.0,-200.0,4.0,0.0,25.0,0.2722236440000038,0.0,0.0,30.519,351.607,2.42787424,34
2019-01-01 02:15:00,0.0,-300.0,283.0,,0.0,-200.0,4.0,0.0,25.0,,,0.0,,,,34
2019-01-01 02:15:01,,,,,,,,,,0.550001444000003,0.0,,30.056,351.653,2.64602976,34
2019-01-01 02:30:00,0.0,-200.0,283.0,,0.0,-200.0,4.0,0.0,25.0,0.6722236760000015,0.0,0.0,29.731,351.63,2.92542976,34
2019-01-01 02:45:00,0.0,-300.0,283.0,,0.0,0.0,4.0,0.0,24.0,0.6555570080000023,0.0,0.0,29.038,351.653,2.83333952,34
2019-01-01 03:00:00,0.0,-300.0,283.0,,0.0,-200.0,4.0,0.0,24.0,0.7166681240000016,,0.0,28.625,351.653,2.559304,34
2019-01-01 03:15:00,0.0,-200.0,282.0,,0.0,-200.0,4.0,0.0,24.0,,,0.0,,,,34
2019-01-01 03:15:01,,,,,,,,,,0.2166680840000019,0.0,,29.081,351.63,1.61515552,34
2019-01-01 03:30:00,0.0,-300.0,282.0,,0.0,-200.0,4.0,0.0,24.0,0.2388903080000019,0.0,0.0,28.688,351.607,2.65720576,34
2019-01-01 03:45:00,0.0,-300.0,282.0,,0.0,0.0,4.0,0.0,24.0,0.2388903080000019,0.0,0.0,28.725,351.63,3.207512,34
2019-01-01 04:00:00,0.0,-200.0,282.0,,0.0,-200.0,4.0,0.0,23.0,,,0.0,,,,34
2019-01-01 04:00:01,,,,,,,,,,-0.0111097119999961,0.0,,29.012,351.63,3.06490624,34
2019-01-01 04:15:00,0.0,-200.0,282.0,,0.0,-200.0,4.0,0.0,23.0,,,0.0,,,,34
2019-01-01 04:15:01,,,,,,,,,,-0.016665267999997,0.0,,28.819000000000003,351.63,2.883408,34
2019-01-01 04:30:00,0.0,-200.0,282.0,,0.0,-200.0,4.0,0.0,23.0,,,0.0,,,,34
2019-01-01 04:30:01,,,,,,,,,,-0.066665271999998,0.0,,28.775,351.63,2.15965024,34
2019-01-01 04:45:00,0.0,-300.0,282.0,,0.0,-200.0,4.0,0.0,23.0,-0.016665267999997,0.0,0.0,28.45,351.63,2.91425376,34
2019-01-01 05:00:00,0.0,-200.0,282.0,,0.0,-200.0,4.0,0.0,23.0,1.4000000021496817e-06,0.0,0.0,28.25,351.63,2.96432224,34
2019-01-01 05:15:00,0.0,-200.0,281.0,,0.0,-200.0,4.0,0.0,23.0,-0.1611097239999956,0.0,0.0,28.588,351.63,1.84404,34
2019-01-01 05:30:00,0.0,-200.0,281.0,,0.0,-200.0,4.0,0.0,23.0,,,0.0,,,,34
2019-01-01 05:30:01,,,,,,,,,,-0.3611097399999962,0.0,,28.975,351.63,2.22983552,34
