measured_on,ac_current__2685,ac_power_hw__2695,ac_voltage__2684,dc_current__2683,dc_power_hw__2694,dc_voltage__2682,inverter_error_code__2690,inverter_temp__2686,module_temp_f__2689,poa_irradiance__2679,power_factor_1000__2693,relative_humidity__2687,wind_direction__2692,wind_speed_mph__2691,system_id
2019-01-29 00:00:00,0.0,-300.0,285.0,0.0,-200.0,6.0,0.0,29.0,7.505557556000003,0.098,0.0,43.463,351.405,0.0,34
2019-01-29 00:15:00,0.0,-200.0,284.0,0.0,-200.0,5.0,0.0,29.0,7.294446428000003,0.098,0.0,43.9,351.405,0.0,34
2019-01-29 00:30:00,0.0,-300.0,284.0,0.0,-200.0,6.0,0.0,28.0,6.7555574960000015,0.195,0.0,44.931,351.405,0.0,34
2019-01-29 00:45:00,0.0,-200.0,284.0,0.0,-200.0,7.0,0.0,28.0,,,0.0,,,,34
2019-01-29 00:45:01,,,,,,,,,6.855557504000004,0.195,,44.363,351.42800000000005,0.0,34
2019-01-29 01:00:00,0.0,-300.0,284.0,0.0,-200.0,8.0,0.0,28.0,7.172224196000002,0.098,0.0,43.888000000000005,351.405,0.0,34
2019-01-29 01:15:00,0.0,-200.0,284.0,0.0,-200.0,12.0,0.0,27.0,7.855557584000003,0.195,0.0,44.469,351.42800000000005,0.0,34
2019-01-29 01:30:00,0.0,-200.0,285.0,0.0,-200.0,16.0,0.0,27.0,8.216668724000002,0.195,0.0,45.281000000000006,351.42800000000005,0.0,34
2019-01-29 01:45:00,0.0,-200.0,283.0,0.0,-200.0,17.0,0.0,27.0,,,0.0,,,,34
2019-01-29 01:45:01,,,,,,,,,8.783335436000005,0.098,,44.175,351.405,0.0,34
2019-01-29 02:00:00,0.0,-300.0,284.0,0.0,-200.0,16.0,0.0,27.0,9.205557692000003,0.098,0.0,43.763000000000005,351.405,0.0,34
2019-01-29 02:15:00,0.0,-200.0,284.0,0.0,-200.0,18.0,0.0,27.0,9.050002124000002,,0.0,44.806,351.405,0.0,34
