measured_on,ac_current__2685,ac_power_hw__2695,ac_voltage__2684,ambient_temp_f__2688,dc_current__2683,dc_power_hw__2694,dc_voltage__2682,inverter_error_code__2690,inverter_temp__2686,module_temp_f__2689,poa_irradiance__2679,power_factor_1000__2693,relative_humidity__2687,wind_direction__2692,wind_speed_mph__2691,system_id
2019-01-08 00:00:00,0.0,-300.0,283.0,,0.0,-200.0,25.0,0.0,26.0,8.188890944000002,0.098,0.0,79.831,351.405,0.02816352,34
2019-01-08 00:15:00,0.0,-200.0,283.0,,0.0,-200.0,26.0,0.0,26.0,8.216668724000002,0.0,0.0,80.01899999999998,351.42800000000005,0.02816352,34
2019-01-08 00:30:00,0.0,-300.0,283.0,,0.0,-200.0,25.0,0.0,25.0,8.266668728,0.0,0.0,80.581,351.405,0.02816352,34
2019-01-08 00:45:00,0.0,-300.0,283.0,,0.0,-200.0,21.0,0.0,25.0,8.305557620000005,0.0,0.0,81.238,351.42800000000005,0.03084576,34
2019-01-08 01:00:00,0.0,-200.0,283.0,,0.0,-200.0,18.0,0.0,25.0,8.266668728,0.098,0.0,81.781,351.42800000000005,0.02816352,34
2019-01-08 01:15:00,0.0,-200.0,284.0,,0.0,-200.0,17.0,0.0,25.0,,,0.0,,,,34
2019-01-08 01:15:01,,,,,,,,,,7.994446484000004,0.098,,82.194,351.42800000000005,0.02816352,34
2019-01-08 01:30:00,0.0,-300.0,284.0,,0.0,-200.0,14.0,0.0,25.0,7.622224232,0.0,0.0,82.84399999999998,351.42800000000005,0.02816352,34
2019-01-08 01:45:00,0.0,-200.0,284.0,,0.0,-200.0,9.0,0.0,24.0,7.072224188,0.0,0.0,83.194,351.45,0.03084576,34
2019-01-08 02:00:00,0.0,-200.0,284.0,,0.0,0.0,6.0,0.0,24.0,,,0.0,,,,34
2019-01-08 02:00:01,,,,,,,,,,6.394446356000003,0.098,,85.256,351.45,0.03084576,34
2019-01-08 02:15:00,0.0,-300.0,284.0,,0.0,-200.0,5.0,0.0,24.0,5.511112952000005,0.098,0.0,86.60600000000002,351.472,0.03084576,34
2019-01-08 02:30:00,0.0,-200.0,283.0,,0.0,-200.0,5.0,0.0,24.0,,,0.0,,,,34
2019-01-08 02:30:01,,,,,,,,,,4.838890676000002,0.098,,88.01299999999999,351.472,0.03084576,34
2019-01-08 02:45:00,0.0,-200.0,284.0,,0.0,0.0,5.0,0.0,24.0,3.77777948,0.098,0.0,87.944,351.495,0.02816352,34
2019-01-08 03:00:00,0.0,-300.0,283.0,,0.0,-200.0,5.0,0.0,24.0,,,0.0,,,,34
2019-01-08 03:00:01,,,,,,,,,,3.2166683240000005,0.098,,89.43700000000001,351.495,0.02816352,34
2019-01-08 03:15:00,0.0,-300.0,283.0,,0.0,-200.0,5.0,0.0,24.0,3.716668364,0.098,0.0,89.7,351.51800000000003,0.02816352,34
2019-01-08 03:30:00,0.0,-300.0,283.0,,0.0,-200.0,5.0,0.0,23.0,,,0.0,,,,34
2019-01-08 03:30:01,,,,,,,,,,3.9944461640000024,0.0,,88.813,351.51800000000003,0.02816352,34
2019-01-08 03:45:00,0.0,-300.0,283.0,,0.0,-200.0,5.0,0.0,23.0,,,0.0,,,,34
2019-01-08 03:45:01,,,,,,,,,,3.922223936000005,0.0,,89.281,351.51800000000003,0.02816352,34
2019-01-08 04:00:00,0.0,-300.0,282.0,,0.0,-200.0,5.0,0.0,23.0,3.6388905800000018,0.0,0.0,89.712,351.54,0.02816352,34
2019-01-08 04:15:00,0.0,-300.0,282.0,,0.0,-200.0,5.0,0.0,23.0,,,0.0,,,,34
2019-01-08 04:15:01,,,,,,,,,,3.361112779999999,0.0,,90.775,351.51800000000003,0.02816352,34
2019-01-08 04:30:00,0.0,-200.0,281.0,,0.0,-200.0,5.0,0.0,23.0,2.650001612000004,0.0,0.0,91.175,351.51800000000003,0.02816352,34
2019-01-08 04:45:00,0.0,-300.0,282.0,,0.0,-200.0,6.0,0.0,23.0,,,0.0,,,,34
2019-01-08 04:45:01,,,,,,,,,,2.1277793480000007,0.0,,91.994,351.54,0.03084576,34
2019-01-08 05:00:00,0.0,-300.0,281.0,,0.0,-200.0,6.0,0.0,23.0,1.927779332,0.0,0.0,91.744,351.54,0.03084576,34
2019-01-08 05:15:00,0.0,-300.0,281.0,,0.0,0.0,6.0,0.0,22.0,2.3500015880000014,0.0,0.0,90.931,351.54,0.03084576,34
2019-01-08 05:30:00,0.0,-300.0,281.0,,0.0,-200.0,6.0,0.0,22.0,3.605557244000003,0.0,0.0,88.313,351.54,0.02816352,34
2019-01-08 05:45:00,0.0,-300.0,282.0,,0.0,-200.0,6.0,0.0,22.0,4.000001720000004,0.0,0.0,86.25,351.54,0.02816352,34
2019-01-08 06:00:00,0.0,-300.0,281.0,,0.0,-200.0,7.0,0.0,22.0,,,0.0,,,,34
2019-01-08 06:00:01,,,,,,,,,,4.311112856000001,,,85.775,351.51800000000003,0.0979017599999999,34
2019-01-08 06:15:00,0.0,-200.0,283.0,,0.0,-200.0,31.0,0.0,22.0,,,0.0,,,,34
2019-01-08 06:15:01,,,,,,,,,,4.827779564,0.0,,84.956,351.51800000000003,0.0947724799999999,34
2019-01-08 06:30:00,0.0,-300.0,282.0,,0.0,-200.0,241.0,0.0,22.0,,,0.0,,,,34
2019-01-08 06:30:01,,,,,,,,,,5.083335140000003,,,84.994,351.54,0.05856224,34
2019-01-08 06:45:00,3.0,-300.0,281.0,,1.0,500.0,295.0,0.0,22.0,5.283335156,1.66,0.0759999999999999,85.281,351.51800000000003,0.122936,34
2019-01-08 07:00:00,0.0,-200.0,281.0,,0.0,-200.0,426.0,0.0,25.0,5.566668512000003,5.957000000000001,0.0,84.156,351.51800000000003,0.0724204799999999,34
2019-01-08 07:15:00,4.0,1800.0,283.0,,9.0,2800.0,305.0,0.0,28.0,5.438890724000004,13.379,0.437,83.34399999999998,351.51800000000003,0.03084576,34
2019-01-08 07:30:00,7.0,5100.0,283.0,,16.0,6300.0,397.0,0.0,34.0,5.416668500000004,34.57,0.8439999999999999,82.375,351.51800000000003,0.02816352,34
2019-01-08 07:45:00,9.0,7400.0,283.0,,22.0,8700.0,390.0,0.0,41.0,5.6277796280000025,50.977,0.886,81.72499999999998,351.51800000000003,0.02816352,34
2019-01-08 08:00:00,12.0,10600.0,283.0,,32.0,12100.0,377.0,0.0,50.0,5.72222408,68.945,0.94,81.587,351.51800000000003,0.02816352,34
2019-01-08 08:15:00,19.0,16700.0,283.0,,47.0,18300.0,389.0,0.0,54.0,6.438890804000003,126.563,0.983,81.387,351.495,0.02816352,34
2019-01-08 08:30:00,22.0,19100.0,283.0,,53.0,21000.0,396.0,0.0,54.0,8.055557600000004,186.523,0.986,80.28799999999998,351.495,0.02816352,34
2019-01-08 08:45:00,28.0,24700.0,284.0,,63.0,26800.0,424.0,0.0,53.0,9.000002120000005,221.191,0.989,78.85600000000002,351.51800000000003,0.0,34
2019-01-08 09:00:00,38.0,33300.0,282.0,,86.0,35900.0,415.0,0.0,53.0,9.772224404000006,255.957,0.995,76.275,351.495,0.0,34
2019-01-08 09:15:00,50.0,43300.0,284.0,,114.0,46400.0,404.0,0.0,55.0,12.072224588,372.559,0.996,74.05599999999998,351.472,0.0,34
2019-01-08 09:30:00,63.0,54200.0,285.0,,143.0,58000.0,403.0,0.0,54.0,15.672224876000003,448.145,0.999,72.406,351.472,0.0,34
2019-01-08 09:45:00,68.0,58800.0,285.0,,162.0,62600.0,387.0,0.0,54.0,,,0.999,,,,34
2019-01-08 09:45:01,,,,,,,,,,20.294447468000005,583.594,,69.663,351.45,0.0,34
