measured_on,ac_current__2685,ac_power_hw__2695,ac_voltage__2684,dc_current__2683,dc_power_hw__2694,dc_voltage__2682,inverter_error_code__2690,inverter_temp__2686,module_temp_f__2689,poa_irradiance__2679,power_factor_1000__2693,relative_humidity__2687,wind_direction__2692,wind_speed_mph__2691,system_id
2019-01-07 00:00:00,0.0,-200.0,285.0,0.0,-200.0,27.0,0.0,27.0,,,0.0,,,,34
2019-01-07 00:00:01,,,,,,,,,8.961113228000006,0.098,,71.775,351.45,0.3075635199999999,34
2019-01-07 00:15:00,0.0,-200.0,285.0,0.0,-200.0,16.0,0.0,27.0,9.400002152,,0.0,67.694,351.45,0.32142176,34
2019-01-07 00:30:00,0.0,-200.0,285.0,0.0,-200.0,20.0,0.0,27.0,,,0.0,,,,34
2019-01-07 00:30:01,,,,,,,,,8.955557672000001,0.098,,70.431,351.405,0.3437737599999999,34
2019-01-07 00:45:00,0.0,-200.0,284.0,0.0,-200.0,21.0,0.0,27.0,9.19444658,0.0,0.0,67.975,351.405,0.32678624,34
2019-01-07 01:00:00,0.0,-200.0,283.0,0.0,-200.0,25.0,0.0,27.0,9.377779928000002,0.098,0.0,65.512,351.42800000000005,0.3522675199999999,34
2019-01-07 01:15:00,0.0,-300.0,284.0,0.0,-200.0,15.0,0.0,26.0,9.444446600000001,0.098,0.0,62.194,351.42800000000005,0.961136,34
2019-01-07 01:30:00,0.0,-200.0,284.0,0.0,-200.0,11.0,0.0,26.0,9.066668792,0.098,0.0,63.938,351.405,1.07870752,34
2019-01-07 01:45:00,0.0,-200.0,283.0,0.0,-200.0,11.0,0.0,26.0,8.705557652000003,0.098,0.0,65.325,351.42800000000005,0.91062048,34
2019-01-07 02:00:00,0.0,-200.0,284.0,0.0,-200.0,12.0,0.0,26.0,,,0.0,,,,34
2019-01-07 02:00:01,,,,,,,,,8.844446552000003,0.098,,64.969,351.42800000000005,0.1564639999999999,34
2019-01-07 02:15:00,0.0,-200.0,283.0,0.0,-200.0,18.0,0.0,25.0,,,0.0,,,,34
2019-01-07 02:15:01,,,,,,,,,8.244446504000006,0.098,,73.84999999999998,351.42800000000005,0.044704,34
2019-01-07 02:30:00,0.0,-200.0,283.0,0.0,-200.0,15.0,0.0,25.0,,,0.0,,,,34
2019-01-07 02:30:01,,,,,,,,,8.405557628000004,,,74.025,351.45,0.06169152,34
2019-01-07 02:45:00,0.0,-200.0,283.0,0.0,-200.0,13.0,0.0,25.0,,,0.0,,,,34
2019-01-07 02:45:01,,,,,,,,,8.97222434,0.098,,71.8,351.42800000000005,0.145288,34
2019-01-07 03:00:00,0.0,-200.0,283.0,0.0,-200.0,14.0,0.0,25.0,,,0.0,,,,34
2019-01-07 03:00:01,,,,,,,,,8.916668780000002,0.098,,68.744,351.45,0.089408,34
2019-01-07 03:15:00,0.0,-200.0,283.0,0.0,-200.0,15.0,0.0,25.0,8.966668784000003,0.098,0.0,66.89399999999999,351.42800000000005,0.03084576,34
2019-01-07 03:30:00,0.0,-300.0,283.0,0.0,-200.0,16.0,0.0,25.0,8.377779848000003,0.195,0.0,73.30599999999998,351.45,0.02816352,34
2019-01-07 03:45:00,0.0,-200.0,283.0,0.0,-200.0,16.0,0.0,24.0,8.255557616,0.195,0.0,77.525,351.45,0.03084576,34
2019-01-07 04:00:00,0.0,-300.0,282.0,0.0,-200.0,19.0,0.0,24.0,,,0.0,,,,34
2019-01-07 04:00:01,,,,,,,,,8.22222428,0.098,,78.062,351.45,0.0362102399999999,34
2019-01-07 04:15:00,0.0,-200.0,282.0,0.0,-200.0,23.0,0.0,24.0,,,0.0,,,,34
2019-01-07 04:15:01,,,,,,,,,8.105557604000003,0.195,,78.60600000000002,351.45,0.0362102399999999,34
2019-01-07 04:30:00,0.0,-200.0,282.0,0.0,-200.0,29.0,0.0,24.0,8.211113168000002,0.098,0.0,78.01899999999998,351.45,0.02816352,34
2019-01-07 04:45:00,0.0,-200.0,282.0,0.0,-200.0,30.0,0.0,24.0,8.638890980000003,,0.0,76.66299999999998,351.45,0.03084576,34
2019-01-07 05:00:00,0.0,-200.0,282.0,0.0,-200.0,16.0,0.0,24.0,,,0.0,,,,34
2019-01-07 05:00:01,,,,,,,,,8.966668784000003,0.098,,73.75,351.45,0.03084576,34
2019-01-07 05:15:00,0.0,-300.0,283.0,0.0,-200.0,16.0,0.0,23.0,,,0.0,,,,34
2019-01-07 05:15:01,,,,,,,,,8.83333544,0.195,,73.25,351.42800000000005,0.03933952,34
2019-01-07 05:30:00,0.0,-200.0,282.0,0.0,-200.0,17.0,0.0,23.0,,,0.0,,,,34
2019-01-07 05:30:01,,,,,,,,,8.977779896000001,0.098,,71.60600000000001,351.42800000000005,0.05856224,34
2019-01-07 05:45:00,0.0,-200.0,283.0,0.0,-200.0,21.0,0.0,23.0,8.700002096000002,0.098,0.0,74.025,351.42800000000005,0.03084576,34
2019-01-07 06:00:00,0.0,-300.0,283.0,0.0,-200.0,26.0,0.0,23.0,,,0.0,,,,34
2019-01-07 06:00:01,,,,,,,,,8.711113208000004,0.098,,74.78799999999998,351.42800000000005,0.0979017599999999,34
2019-01-07 06:15:00,0.0,-200.0,283.0,0.0,-200.0,41.0,0.0,23.0,9.022224344000005,0.195,0.0,72.29999999999998,351.42800000000005,0.0558799999999999,34
2019-01-07 06:30:00,0.0,-200.0,282.0,0.0,-200.0,160.0,0.0,23.0,,,0.0,,,,34
2019-01-07 06:30:01,,,,,,,,,9.027779900000002,0.195,,71.919,351.42800000000005,0.0473862399999999,34
2019-01-07 06:45:00,0.0,-200.0,283.0,0.0,-200.0,370.0,0.0,23.0,,,0.0,,,,34
2019-01-07 06:45:01,,,,,,,,,8.694446540000001,0.879,,75.525,351.42800000000005,0.044704,34
2019-01-07 07:00:00,0.0,-300.0,283.0,0.0,-200.0,383.0,0.0,26.0,,,0.0,,,,34
2019-01-07 07:00:01,,,,,,,,,8.722224320000006,1.074,,75.756,351.42800000000005,0.1873097599999999,34
2019-01-07 07:15:00,3.0,100.0,283.0,3.0,1000.0,306.0,0.0,28.0,8.788890992000002,5.078,0.039,74.881,351.45,0.08091424,34
2019-01-07 07:30:00,3.0,1300.0,284.0,6.0,2400.0,370.0,0.0,33.0,8.783335436000005,15.625,0.37,75.92499999999998,351.42800000000005,0.1873097599999999,34
2019-01-07 07:45:00,4.0,2200.0,284.0,9.0,3600.0,393.0,0.0,38.0,8.783335436000005,26.074,0.566,77.012,351.42800000000005,0.1761337599999999,34
2019-01-07 08:00:00,4.0,2000.0,283.0,8.0,3300.0,423.0,0.0,42.0,8.888891000000003,32.227,0.535,76.569,351.42800000000005,0.08091424,34
2019-01-07 08:15:00,4.0,2900.0,283.0,9.0,4100.0,419.0,0.0,45.0,,,0.687,,,,34
2019-01-07 08:15:01,,,,,,,,,8.933335448000001,38.672,,76.775,351.42800000000005,0.18418048,34
2019-01-07 08:30:00,6.0,4400.0,283.0,13.0,5800.0,418.0,0.0,48.0,,,0.804,,,,34
2019-01-07 08:30:01,,,,,,,,,8.961113228000006,44.922,,77.031,351.42800000000005,0.0697382399999999,34
2019-01-07 08:45:00,8.0,5800.0,283.0,19.0,7100.0,377.0,0.0,50.0,9.066668792,50.195,0.8429999999999999,76.26899999999998,351.42800000000005,0.0724204799999999,34
2019-01-07 09:00:00,10.0,8100.0,283.0,27.0,9400.0,350.0,0.0,51.0,9.3055577,69.043,0.895,74.325,351.405,0.0670559999999999,34
2019-01-07 09:15:00,15.0,13500.0,283.0,36.0,15100.0,412.0,0.0,52.0,9.627779948,97.949,0.98,72.73100000000002,351.42800000000005,0.06169152,34
2019-01-07 09:30:00,17.0,15600.0,283.0,44.0,17200.0,387.0,0.0,54.0,9.988891088,121.094,0.982,71.206,351.405,0.100584,34
2019-01-07 09:45:00,27.0,23400.0,283.0,66.0,25200.0,378.0,0.0,54.0,10.805557820000004,160.84,0.994,70.475,351.38300000000004,0.05319776,34
2019-01-07 10:00:00,37.0,32400.0,284.0,86.0,34600.0,400.0,0.0,54.0,11.761113452000004,248.047,0.995,68.325,351.38300000000004,0.1703222399999999,34
2019-01-07 10:15:00,37.0,32400.0,284.0,85.0,34600.0,406.0,0.0,55.0,,,0.999,,,,34
