measured_on,ac_current__2685,ac_power_hw__2695,ac_voltage__2684,dc_current__2683,dc_power_hw__2694,dc_voltage__2682,inverter_error_code__2690,inverter_temp__2686,module_temp_f__2689,poa_irradiance__2679,power_factor_1000__2693,relative_humidity__2687,wind_direction__2692,wind_speed_mph__2691,system_id
2019-02-02 00:00:00,0.0,-300.0,285.0,0.0,-200.0,6.0,0.0,29.0,,,0.0,,,,34
2019-02-02 00:00:01,,,,,,,,,7.0444464080000015,0.098,,63.181,351.405,0.0,34
2019-02-02 00:15:00,0.0,-300.0,285.0,0.0,-200.0,6.0,0.0,29.0,6.7833352760000025,,0.0,65.081,351.405,0.0,34
2019-02-02 00:30:00,0.0,-200.0,285.0,0.0,-200.0,7.0,0.0,29.0,6.866668616000002,0.098,0.0,65.675,351.405,0.0,34
2019-02-02 00:45:00,0.0,-200.0,285.0,0.0,0.0,10.0,0.0,28.0,,,0.0,,,,34
2019-02-02 00:45:01,,,,,,,,,6.900001952000004,0.098,,65.813,351.405,0.0,34
2019-02-02 01:00:00,0.0,-300.0,285.0,0.0,-200.0,13.0,0.0,28.0,7.005557516000003,0.195,0.0,64.98100000000001,351.405,0.0,34
2019-02-02 01:15:00,0.0,-200.0,285.0,0.0,-200.0,11.0,0.0,28.0,7.594446452000003,,0.0,64.675,351.405,0.0,34
2019-02-02 01:30:00,0.0,-300.0,285.0,0.0,-200.0,8.0,0.0,27.0,,,0.0,,,,34
2019-02-02 01:30:01,,,,,,,,,7.544446448000001,,,65.45,351.405,0.0,34
2019-02-02 01:45:00,0.0,-200.0,286.0,0.0,-200.0,19.0,0.0,27.0,7.261113092000001,0.195,0.0,65.6,351.405,0.0,34
2019-02-02 02:00:00,0.0,-200.0,286.0,0.0,-200.0,26.0,0.0,27.0,7.300001984000001,0.195,0.0,65.794,351.405,0.0,34
2019-02-02 02:15:00,0.0,-300.0,286.0,0.0,-200.0,27.0,0.0,27.0,,,0.0,,,,34
2019-02-02 02:15:01,,,,,,,,,7.977779816000002,0.098,,64.925,351.405,0.0,34
2019-02-02 02:30:00,0.0,-200.0,286.0,0.0,-200.0,14.0,0.0,26.0,8.483335412000006,0.098,0.0,64.65,351.405,0.0,34
2019-02-02 02:45:00,0.0,-200.0,285.0,0.0,-200.0,11.0,0.0,26.0,9.177779912000004,0.098,0.0,64.756,351.38300000000004,0.0,34
2019-02-02 03:00:00,0.0,-200.0,285.0,0.0,-200.0,13.0,0.0,26.0,9.066668792,0.195,0.0,65.725,351.405,0.0,34
2019-02-02 03:15:00,0.0,-300.0,285.0,0.0,-200.0,16.0,0.0,26.0,8.844446552000003,0.098,0.0,65.7,351.405,0.0,34
