measured_on,ac_current__2685,ac_power_hw__2695,ac_voltage__2684,dc_current__2683,dc_power_hw__2694,dc_voltage__2682,inverter_error_code__2690,inverter_temp__2686,module_temp_f__2689,poa_irradiance__2679,power_factor_1000__2693,relative_humidity__2687,wind_direction__2692,wind_speed_mph__2691,system_id
2019-01-15 00:00:00,0.0,-200.0,285.0,0.0,-200.0,28.0,0.0,26.0,7.533335336000005,0.098,0.0,98.069,351.27,0.02816352,34
2019-01-15 00:15:00,0.0,-200.0,284.0,0.0,-200.0,28.0,0.0,26.0,,,0.0,,,,34
2019-01-15 00:15:01,,,,,,,,,7.455557552000003,0.098,,97.325,347.94,0.02816352,34
2019-01-15 00:30:00,0.0,-300.0,284.0,0.0,-200.0,26.0,0.0,26.0,7.661113124000003,0.0,0.0,97.644,345.038,0.03084576,34
2019-01-15 00:45:00,0.0,-200.0,284.0,0.0,-200.0,26.0,0.0,25.0,7.733335352000003,,0.0,96.869,342.06800000000004,0.02816352,34
2019-01-15 01:00:00,0.0,-200.0,285.0,0.0,-200.0,27.0,0.0,25.0,7.811113136000003,0.098,0.0,96.581,342.112,0.02816352,34
2019-01-15 01:15:00,0.0,-300.0,284.0,0.0,-200.0,26.0,0.0,25.0,7.827779804000005,0.098,0.0,95.769,345.285,0.02816352,34
2019-01-15 01:30:00,0.0,-300.0,284.0,0.0,-200.0,26.0,0.0,25.0,,,0.0,,,,34
2019-01-15 01:30:01,,,,,,,,,7.700002016000002,,,95.35600000000002,347.985,0.02816352,34
2019-01-15 01:45:00,0.0,-300.0,284.0,0.0,-200.0,24.0,0.0,25.0,,,0.0,,,,34
2019-01-15 01:45:01,,,,,,,,,7.66666868,0.098,,95.575,350.73,0.02816352,34
2019-01-15 02:00:00,0.0,-200.0,284.0,0.0,-200.0,22.0,0.0,25.0,7.661113124000003,0.098,0.0,95.60600000000002,351.405,0.02816352,34
2019-01-15 02:15:00,0.0,-200.0,284.0,0.0,-200.0,21.0,0.0,24.0,7.727779796,0.098,0.0,95.625,350.617,0.02816352,34
2019-01-15 02:30:00,0.0,-300.0,284.0,0.0,-200.0,23.0,0.0,24.0,7.883335364,0.195,0.0,95.188,350.483,0.02816352,34
2019-01-15 02:45:00,0.0,-300.0,284.0,0.0,-200.0,20.0,0.0,24.0,,,0.0,,,,34
2019-01-15 02:45:01,,,,,,,,,7.994446484000004,0.098,,94.1,351.472,0.02816352,34
2019-01-15 03:00:00,0.0,-300.0,283.0,0.0,-200.0,22.0,0.0,24.0,,,0.0,,,,34
2019-01-15 03:00:01,,,,,,,,,8.050002044000003,0.098,,94.275,351.472,0.02816352,34
2019-01-15 03:15:00,0.0,-300.0,283.0,0.0,-200.0,21.0,0.0,24.0,7.983335372000002,0.098,0.0,94.175,351.472,0.02816352,34
2019-01-15 03:30:00,0.0,-200.0,283.0,0.0,-200.0,23.0,0.0,24.0,,,0.0,,,,34
2019-01-15 03:30:01,,,,,,,,,7.8944464760000015,0.098,,94.875,351.472,0.02816352,34
2019-01-15 03:45:00,0.0,-200.0,283.0,0.0,-200.0,24.0,0.0,23.0,7.872224252000001,0.098,0.0,95.506,351.472,0.02816352,34
2019-01-15 04:00:00,0.0,-200.0,283.0,0.0,-200.0,25.0,0.0,23.0,,,0.0,,,,34
2019-01-15 04:00:01,,,,,,,,,7.822224248000001,0.098,,95.788,351.472,0.02816352,34
2019-01-15 04:15:00,0.0,-200.0,282.0,0.0,-200.0,25.0,0.0,23.0,,,0.0,,,,34
2019-01-15 04:15:01,,,,,,,,,7.855557584000003,0.098,,96.3,351.472,0.02816352,34
2019-01-15 04:30:00,0.0,-300.0,282.0,0.0,-200.0,27.0,0.0,23.0,,,0.0,,,,34
2019-01-15 04:30:01,,,,,,,,,7.933335368000002,0.098,,96.881,351.472,0.02816352,34
2019-01-15 04:45:00,0.0,-200.0,282.0,0.0,-200.0,28.0,0.0,23.0,,,0.0,,,,34
2019-01-15 04:45:01,,,,,,,,,7.9722242600000035,0.098,,96.206,351.472,0.03084576,34
2019-01-15 05:00:00,0.0,-200.0,282.0,0.0,-200.0,26.0,0.0,23.0,8.022224264000004,0.098,0.0,96.344,351.472,0.02816352,34
2019-01-15 05:15:00,0.0,-200.0,281.0,0.0,-200.0,27.0,0.0,23.0,7.9888909280000036,0.098,0.0,96.713,351.472,0.02816352,34
2019-01-15 05:30:00,0.0,-200.0,282.0,0.0,-200.0,26.0,0.0,23.0,,,0.0,,,,34
2019-01-15 05:30:01,,,,,,,,,8.155557608000002,0.195,,96.819,351.472,0.02816352,34
2019-01-15 05:45:00,0.0,-200.0,282.0,0.0,-200.0,29.0,0.0,23.0,8.105557604000003,0.098,0.0,96.956,351.472,0.02816352,34
2019-01-15 06:00:00,0.0,-200.0,282.0,0.0,-200.0,30.0,0.0,22.0,,,0.0,,,,34
2019-01-15 06:00:01,,,,,,,,,8.155557608000002,0.098,,97.025,351.315,0.02816352,34
2019-01-15 06:15:00,0.0,-300.0,282.0,0.0,-200.0,33.0,0.0,22.0,8.216668724000002,0.098,0.0,97.419,344.565,0.02816352,34
2019-01-15 06:30:00,0.0,-200.0,282.0,0.0,-200.0,111.0,0.0,22.0,8.261113172000002,0.098,0.0,96.969,343.08,0.02816352,34
