timestamp,measured_ac_energy_kwh,cleaning_event
2017-01-01T00:00:00-07:00,18.431741576116668,0
2017-01-02T00:00:00-07:00,9.255635538146667,0
2017-01-03T00:00:00-07:00,22.672725485508334,0
2017-01-04T00:00:00-07:00,27.402288221958333,0
2017-01-05T00:00:00-07:00,3.9971181906,0
2017-01-06T00:00:00-07:00,37.64688666794,0
2017-01-07T00:00:00-07:00,27.811021722866666,0
2017-01-08T00:00:00-07:00,30.090080908133334,0
2017-01-09T00:00:00-07:00,13.159546246816666,0
2017-01-10T00:00:00-07:00,34.60555526425,0
2017-01-11T00:00:00-07:00,14.792244779138331,0
2017-01-12T00:00:00-07:00,35.650466391563334,0
2017-01-13T00:00:00-07:00,6.798168999666666,0
2017-01-14T00:00:00-07:00,25.01337945568334,0
2017-01-15T00:00:00-07:00,6.503202896723334,0
2017-01-16T00:00:00-07:00,14.531727172864999,0
2017-01-18T00:00:00-07:00,13.9540696995,0
2017-01-19T00:00:00-07:00,29.620241626986665,0
2017-01-20T00:00:00-07:00,9.767828593258333,0
2017-01-21T00:00:00-07:00,24.998724103066667,0
2017-01-22T00:00:00-07:00,29.36294045911667,0
2017-01-23T00:00:00-07:00,35.53364146046666,0
2017-01-24T00:00:00-07:00,40.69621433558334,0
2017-01-25T00:00:00-07:00,25.681205004249996,0
2017-01-26T00:00:00-07:00,20.652192575864998,0
2017-01-27T00:00:00-07:00,40.551877249,0
2017-01-28T00:00:00-07:00,41.02473572966666,0
2017-01-29T00:00:00-07:00,39.250228775833335,0
2017-01-30T00:00:00-07:00,38.61047142019833,0
2017-01-31T00:00:00-07:00,39.082728142216666,0
2017-02-01T00:00:00-07:00,38.0498103456,0
2017-02-02T00:00:00-07:00,24.77395920741667,0
2017-02-03T00:00:00-07:00,26.755085599250002,0
2017-02-04T00:00:00-07:00,39.53007046153833,0
2017-02-05T00:00:00-07:00,38.67850901589166,0
2017-02-06T00:00:00-07:00,6.26337153665,0
2017-02-07T00:00:00-07:00,33.70124968001667,0
2017-02-08T00:00:00-07:00,37.61717192248334,0
2017-02-09T00:00:00-07:00,36.5959100207,0
2017-02-10T00:00:00-07:00,37.56540586207,0
2017-02-11T00:00:00-07:00,28.401229130766666,0
2017-02-12T00:00:00-07:00,18.1974900056,0
2017-02-13T00:00:00-07:00,6.8046945145499995,0
2017-02-14T00:00:00-07:00,15.9182679232,0
2017-02-15T00:00:00-07:00,40.45779978443333,0
2017-02-16T00:00:00-07:00,41.20587074516334,0
2017-02-17T00:00:00-07:00,27.817947079425,0
2017-02-18T00:00:00-07:00,23.770685375969997,0
2017-02-19T00:00:00-07:00,20.171221229933334,0
2017-02-20T00:00:00-07:00,41.55386256971334,0
2017-02-21T00:00:00-07:00,41.59093898186667,0
2017-02-22T00:00:00-07:00,19.123937050809335,0
2017-02-23T00:00:00-07:00,44.24743411616333,0
2017-02-24T00:00:00-07:00,44.97400887745,0
2017-02-25T00:00:00-07:00,40.50392755071666,0
2017-02-26T00:00:00-07:00,15.395431797607397,0
2017-02-27T00:00:00-07:00,32.89846702502,0
2017-02-28T00:00:00-07:00,39.760862111049995,0
2017-03-01T00:00:00-07:00,45.32018270604,0
2017-03-02T00:00:00-07:00,43.479738297623335,0
2017-03-03T00:00:00-07:00,35.03802883741667,0
2017-03-04T00:00:00-07:00,39.461908733406304,0
2017-03-05T00:00:00-07:00,26.714517223966663,0
2017-03-06T00:00:00-07:00,44.488910197206664,0
2017-03-07T00:00:00-07:00,44.257342217468334,0
2017-03-08T00:00:00-07:00,40.85739578526666,0
2017-03-09T00:00:00-07:00,40.73781532291667,0
2017-03-10T00:00:00-07:00,41.420240512502666,0
2017-03-11T00:00:00-07:00,32.59681988141667,0
2017-03-12T00:00:00-07:00,39.62533805315,0
2017-03-13T00:00:00-06:00,41.843254711166665,0
2017-03-14T00:00:00-06:00,37.89478677117,0
2017-03-15T00:00:00-06:00,41.206203768,0
2017-03-16T00:00:00-06:00,40.929178864300006,0
2017-03-17T00:00:00-06:00,40.587590706916664,0
2017-03-18T00:00:00-06:00,40.06034978433333,0
2017-03-19T00:00:00-06:00,40.97930469511666,0
2017-03-20T00:00:00-06:00,38.66076155001667,0
2017-03-21T00:00:00-06:00,34.19621560840833,0
2017-03-22T00:00:00-06:00,39.50124256264833,0
2017-03-23T00:00:00-06:00,25.471864449673333,0
2017-03-24T00:00:00-06:00,40.09464179677167,0
2017-03-25T00:00:00-06:00,31.439210529418336,0
2017-03-26T00:00:00-06:00,42.67422181857667,0
2017-03-27T00:00:00-06:00,35.14748315805,0
2017-03-28T00:00:00-06:00,23.677899338019998,0
2017-03-29T00:00:00-06:00,31.099826604333334,0
2017-03-30T00:00:00-06:00,41.22302102769,0
2017-03-31T00:00:00-06:00,23.570385276649997,0
2017-04-01T00:00:00-06:00,13.741399294483333,0
2017-04-02T00:00:00-06:00,37.05304512551833,0
2017-04-03T00:00:00-06:00,32.1830464741,0
2017-04-04T00:00:00-06:00,19.57187369290167,0
2017-04-05T00:00:00-06:00,43.875469732393334,0
2017-04-06T00:00:00-06:00,41.45134795703666,0
2017-04-07T00:00:00-06:00,37.973939374033336,0
2017-04-08T00:00:00-06:00,36.936733841333336,0
2017-04-09T00:00:00-06:00,42.480363863533334,0
2017-04-10T00:00:00-06:00,39.199001542515006,0
2017-04-11T00:00:00-06:00,31.427675371866666,0
2017-04-12T00:00:00-06:00,40.854206009735,0
2017-04-13T00:00:00-06:00,37.51550258628333,0
2017-04-14T00:00:00-06:00,39.24473759044999,0
2017-04-15T00:00:00-06:00,41.61400039067833,0
2017-04-16T00:00:00-06:00,40.31828412897834,0
2017-04-17T00:00:00-06:00,37.86736860796166,0
2017-04-18T00:00:00-06:00,36.87131746984167,0
2017-04-19T00:00:00-06:00,41.48536020629667,0
2017-04-20T00:00:00-06:00,41.55162526938167,0
2017-04-21T00:00:00-06:00,42.58162834918334,0
2017-04-22T00:00:00-06:00,42.23308267913334,0
2017-04-23T00:00:00-06:00,41.001730979406666,0
2017-04-24T00:00:00-06:00,35.98492992987,0
2017-04-25T00:00:00-06:00,12.171669293679665,0
2017-04-26T00:00:00-06:00,39.776268031695,0
2017-04-27T00:00:00-06:00,28.914236971183335,0
2017-04-28T00:00:00-06:00,8.356185434468335,0
2017-04-29T00:00:00-06:00,20.889398328644997,0
2017-04-30T00:00:00-06:00,44.10200119854999,0
